     1|commit	run_name	dataset	psnr_2d	ssim_2d	adm_feat_dim	adm_r_max	adm_tv_weight	adm_grid_size	status	description
     2|c19578e	baseline	foot_50_3views	27.4827	0.8211	-	-	-	-	keep	baseline (no ADM) 3000it, gaussiansN=2
     3|4e4378a	adm_phase1	foot_50_3views	26.4310	0.8119	32	0.5	0.002	256	reject	ADM default: below baseline (-1.05dB), TV reg does not help ADM learn
     4|4e4378a	adm_tv0.0	foot_50_3views	26.4511	0.8100	32	0.5	0.0	256	reject	ADM tv=0: no TV signal, ADM untrained, same result as tv=0.002
     5|4e4378a	adm_tv0.001	foot_50_3views	26.4481	0.8109	32	0.5	0.001	256	reject	ADM tv=0.001: same ~26.45, TV loss irrelevant for ADM
     6|9038d66	adm_gradfix_001	foot_50_3views	28.2981	0.8172	32	0.5	0.002	256	keep	ADM梯度修复: 移除.detach(), PSNR首次超越baseline(+0.82dB)
     7|8e3f62f	adm_rmax1.0_001	foot_50_3views	28.6025	0.8164	32	1.0	0.002	256	keep	ADM r_max=1.0: PSNR继续提升至28.60(+1.12dB)
     8|bda2c43	adm_rmax1.5_001	foot_50_3views	nan	nan	32	1.5	0.002	256	reject	ADM r_max=1.5: NaN崩溃, 调制过强导致负密度
     9|bda2c43	adm_feat64_001	foot_50_3views	28.9034	0.8227	64	1.0	0.002	256	keep	ADM feat_dim=64: PSNR再创新高28.90(+1.42dB), gaussiansN=2
    10|7b85bf8	adm_feat128_001	foot_50_3views	29.0035	0.8181	128	1.0	0.002	256	keep	ADM feat_dim=128: PSNR微增至29.00(+1.52dB), 但SSIM略降, gaussiansN=2
    11|7b85bf8	adm_fsgsprox_001	foot_50_3views	28.8397	0.8195	64	1.0	0.002	256	keep	GAR(FSGS Prox)+ADM: PSNR=28.84略低于纯ADM 28.90, gaussiansN=2
    12|a4aee8d	adm_feat256_001	foot_50_3views	29.0986	0.8178	256	1.0	0.002	256	keep	ADM feat_dim=256: PSNR=29.10(+1.62dB), 收益递减, gaussiansN=2
    13|e515ac4	head_baseline	head_50_3views	31.1727	0.9177	-	-	-	-	keep	head baseline (no ADM) 3000it
    14|e515ac4	head_adm64_001	head_50_3views	31.3164	0.9164	64	1.0	0.002	256	keep	ADM on head: +0.14dB over baseline
    15|4ebafa4	fsgs_prox_001	foot_50_3views	27.9834	0.8217	-	-	-	-	keep	FSGS Proximity standalone (th=6.0): +0.50dB over baseline
    16|4ebafa4	fsgs_prox_th4	foot_50_3views	27.9608	0.8229	-	-	-	-	keep	FSGS Prox th=4: PSNR=27.96, SSIM=0.8229 (best SSIM)
    17|4ebafa4	fsgs_prox_th8	foot_50_3views	27.9573	0.8214	-	-	-	-	keep	FSGS Prox th=8: PSNR=27.96
    18|4ebafa4	fsgs_prox_th10	foot_50_3views	27.9746	0.8225	-	-	-	-	keep	FSGS Prox th=10: PSNR=27.97
    19|7b91bbf	adm_feat64_coprune_v2	foot_50_3views	28.9316	0.8172	64	1.0	0.002	256	keep	Co-pruning(CoR-GS) th=5: 3000it回归, gaussiansN=2
    20|new	coprune_th3	foot_50_3views	29.8323	0.8901	64	1.0	0.002	256	keep	ADM-only SPAGS(修正后) th=3名义但实际N=1, PSNR=29.83(+2.35dB!)
    21|new	coprune_th7	foot_50_3views	29.8777	0.8878	64	1.0	0.002	256	keep	ADM-only SPAGS(修正后) th=7名义但实际N=1, PSNR=29.88(+2.40dB!)
    22|time	name	psnr2d	ssim2d	psnr3d	ssim3d	dataset	method
2026-04-28 11:06	foot_50_9views_corgs	35.5631	0.9552	27.2974	0.8039	foot_50_9views	corgs
    55|2026-04-28 11:06	foot_50_9views_corgs	35.5631	0.9552	27.2974	0.8039	foot_50_9views	corgs
    56|2026-04-28 11:09	foot_50_9views_xgaussian	35.5301	0.9473	26.3398	0.7977	foot_50_9views	xgaussian
2026-04-28 11:10	foot_50_9views_dngaussian	35.4420	0.9496	26.3468	0.7981	foot_50_9views	dngaussian
2026-04-28 11:12	head_50_3views_fsgs	32.8645	0.9376	26.5361	0.7665	head_50_3views	fsgs
2026-04-28 11:22	head_50_3views_corgs	33.1348	0.9391	26.9242	0.7718	head_50_3views	corgs
2026-04-28 11:25	head_50_3views_xgaussian	32.9866	0.9372	26.5389	0.7663	head_50_3views	xgaussian
2026-04-28 11:25	head_50_3views_dngaussian	33.0786	0.9373	26.5406	0.7665	head_50_3views	dngaussian
2026-04-28 11:27	head_50_6views_r2gaussian	35.6719	0.9641	27.8807	0.8227	head_50_6views	r2gaussian
2026-04-28 11:37	head_50_6views_corgs	36.0607	0.9629	28.2422	0.8232	head_50_6views	corgs
2026-04-28 11:39	head_50_6views_fsgs	35.5271	0.9625	27.7427	0.8199	head_50_6views	fsgs
2026-04-28 11:40	head_50_6views_dngaussian	35.6437	0.9606	27.6450	0.8161	head_50_6views	dngaussian
2026-04-28 11:43	head_50_9views_r2gaussian	36.5830	0.9665	29.0518	0.8441	head_50_9views	r2gaussian
2026-04-28 11:44	head_50_6views_xgaussian	35.6560	0.9641	27.8830	0.8227	head_50_6views	xgaussian
2026-04-28 11:46	head_50_9views_fsgs	36.6494	0.9662	29.0134	0.8432	head_50_9views	fsgs
2026-04-28 11:56	head_50_9views_corgs	36.1649	0.9700	29.2985	0.8490	head_50_9views	corgs
2026-04-28 11:59	head_50_9views_xgaussian	36.4185	0.9685	29.0424	0.8437	head_50_9views	xgaussian
2026-04-28 11:59	head_50_9views_dngaussian	36.3049	0.9663	29.0380	0.8439	head_50_9views	dngaussian
2026-04-28 12:01	jaw_50_3views_r2gaussian	25.4580	0.8451	25.7944	0.6082	jaw_50_3views	r2gaussian
2026-04-28 12:00	foot_50_9views_spags	35.3367	0.9486	26.3783	0.7984	foot_50_9views	spags
2026-04-28 12:00	jaw_50_3views_r2gaussian	25.4160	0.8289	25.4510	0.5884	jaw_50_3views	r2gaussian
2026-04-28 12:02	jaw_50_3views_fsgs	25.4330	0.8278	25.4708	0.5887	jaw_50_3views	fsgs
2026-04-28 12:07	jaw_50_3views_corgs	25.8061	0.8586	26.1667	0.6213	jaw_50_3views	corgs
2026-04-28 12:02	jaw_50_3views_corgs	25.8061	0.8586	26.1667	0.6213	jaw_50_3views	corgs
2026-04-28 12:10	jaw_50_3views_fsgs	25.6690	0.8354	25.5503	0.5942	jaw_50_3views	fsgs
2026-04-28 12:04	jaw_50_3views_dngaussian	25.5135	0.8293	25.4510	0.5882	jaw_50_3views	dngaussian
2026-04-28 12:11	jaw_50_3views_dngaussian	25.4456	0.8452	25.7955	0.6083	jaw_50_3views	dngaussian
2026-04-28 12:08	jaw_50_3views_xgaussian	25.3936	0.8307	25.4384	0.5869	jaw_50_3views	xgaussian
2026-04-28 12:14	jaw_50_6views_r2gaussian	28.1379	0.8912	27.1784	0.6500	jaw_50_6views	r2gaussian
2026-04-28 12:13	jaw_50_3views_spags	25.5676	0.8289	25.4668	0.5888	jaw_50_3views	spags
2026-04-28 12:15	jaw_50_3views_xgaussian	25.5220	0.8353	25.5502	0.5951	jaw_50_3views	xgaussian
2026-04-28 12:14	jaw_50_6views_r2gaussian	27.9709	0.8815	26.8503	0.6308	jaw_50_6views	r2gaussian
2026-04-28 12:18	jaw_50_6views_fsgs	27.9689	0.8813	27.1795	0.6501	jaw_50_6views	fsgs
2026-04-28 12:14	jaw_50_6views_r2gaussian	27.9910	0.8813	26.8503	0.6308	jaw_50_6views	r2gaussian
2026-04-28 12:24	jaw_50_6views_dngaussian	28.0803	0.8816	26.9787	0.6383	jaw_50_6views	dngaussian
2026-04-28 12:25	jaw_50_6views_corgs	28.3849	0.8993	27.4702	0.6599	jaw_50_6views	corgs
2026-04-28 12:25	jaw_50_6views_corgs	28.3849	0.8993	27.1795	0.6501	jaw_50_6views	corgs
2026-04-28 12:30	jaw_50_6views_xgaussian	28.1894	0.8820	26.8507	0.6305	jaw_50_6views	xgaussian
2026-04-28 12:30	jaw_50_6views_xgaussian	28.1894	0.8820	26.9787	0.6383	jaw_50_6views	xgaussian
2026-04-28 12:30	jaw_50_6views_dngaussian	28.1343	0.8911	27.1789	0.6500	jaw_50_6views	dngaussian
2026-04-28 12:30	jaw_50_6views_spags	28.0454	0.8818	26.8568	0.6309	jaw_50_6views	spags
2026-04-28 12:33	jaw_50_9views_r2gaussian	30.2624	0.9147	28.1543	0.6725	jaw_50_9views	r2gaussian
2026-04-28 12:33	jaw_50_9views_r2gaussian	30.0265	0.9110	28.0560	0.6667	jaw_50_9views	r2gaussian
2026-04-28 12:36	jaw_50_9views_fsgs	30.1147	0.9111	28.0553	0.6663	jaw_50_9views	fsgs
2026-04-28 12:46	jaw_50_9views_corgs	30.2430	0.9197	28.4454	0.6866	jaw_50_9views	corgs
2026-04-28 12:49	jaw_50_9views_fsgs	30.1941	0.9145	28.1473	0.6722	jaw_50_9views	fsgs
2026-04-28 12:50	jaw_50_9views_dngaussian	30.2580	0.9145	28.1423	0.6718	jaw_50_9views	dngaussian
2026-04-28 12:52	pancreas_50_3views_r2gaussian	30.5702	0.9222	24.3983	0.6827	pancreas_50_3views	r2gaussian
2026-04-28 12:53	jaw_50_9views_xgaussian	30.2478	0.9143	28.1388	0.6718	jaw_50_9views	xgaussian
2026-04-28 12:55	pancreas_50_3views_fsgs	30.5869	0.9216	24.3904	0.6825	pancreas_50_3views	fsgs
2026-04-28 13:06	pancreas_50_3views_corgs	30.8238	0.9223	24.5013	0.6840	pancreas_50_3views	corgs
2026-04-28 13:06	pancreas_50_3views_corgs	30.6705	0.9203	24.4295	0.6844	pancreas_50_3views	corgs
2026-04-28 13:04	pancreas_50_3views_dngaussian	30.2906	0.9160	24.2328	0.6762	pancreas_50_3views	dngaussian
2026-04-28 13:09	pancreas_50_3views_xgaussian	30.5382	0.9209	24.3906	0.6821	pancreas_50_3views	xgaussian
2026-04-28 13:09	pancreas_50_3views_xgaussian	30.3552	0.9157	24.2414	0.6779	pancreas_50_3views	xgaussian
2026-04-28 13:10	pancreas_50_3views_dngaussian	30.7117	0.9209	24.3871	0.6824	pancreas_50_3views	dngaussian
2026-04-28 13:13	pancreas_50_6views_r2gaussian	34.1420	0.9534	25.6300	0.7613	pancreas_50_6views	r2gaussian
2026-04-28 13:13	pancreas_50_3views_spags	30.3181	0.9164	24.2875	0.6788	pancreas_50_3views	spags
2026-04-28 13:12	pancreas_50_6views_r2gaussian	33.9430	0.9499	25.4897	0.7561	pancreas_50_6views	r2gaussian
2026-04-28 13:36	pancreas_50_6views_corgs	34.6100	0.9541	25.6639	0.7625	pancreas_50_6views	corgs
2026-04-28 13:39	pancreas_50_6views_fsgs	34.0824	0.9535	25.6289	0.7614	pancreas_50_6views	fsgs
2026-04-28 13:41	pancreas_50_6views_dngaussian	34.0960	0.9530	25.6289	0.7612	pancreas_50_6views	dngaussian
2026-04-28 13:43	pancreas_50_9views_r2gaussian	35.6753	0.9599	26.4502	0.7805	pancreas_50_9views	r2gaussian
2026-04-28 13:44	pancreas_50_6views_xgaussian	34.2247	0.9535	25.6360	0.7614	pancreas_50_6views	xgaussian
2026-04-28 13:46	pancreas_50_9views_fsgs	35.7136	0.9600	26.4485	0.7806	pancreas_50_9views	fsgs
2026-04-28 13:57	pancreas_50_9views_corgs	35.9698	0.9626	26.6491	0.7848	pancreas_50_9views	corgs
2026-04-28 14:00	pancreas_50_9views_xgaussian	35.7708	0.9603	26.5059	0.7813	pancreas_50_9views	xgaussian
2026-04-28 14:00	pancreas_50_9views_dngaussian	35.7072	0.9609	26.5057	0.7817	pancreas_50_9views	dngaussian
